Channel0	Channel1	Channel2	Channel3	Channel4	Channel5	Channel6	Channel7	Channel8	Channel9	Channel10	Channel11	Channel12	Channel13	Channel14	Channel15	Channel16	Channel17	Channel18	Channel19
1.974617200156404184e+00	1.174918029136301917e-01	1.033160746618728282e-01	1.580004677508382915e+00	1.899037864159159650e+00	2.147094267499246867e-01	1.969749757703755710e+00	1.556297081473252630e+00	3.606430060479078742e-02	2.096092217439042282e-01	1.587484911441111812e+00	1.160246228358012971e-01	3.124185458145650740e-02	1.212528128915320441e-01	6.108919720749068916e-02	1.078938227739440814e+00	1.304718785465117971e-02	1.962644412816876960e+00	5.706179109291461410e-02	1.577799474666880863e+00
4.752243307938833206e-02	1.079215748238649075e+00	2.085430470193625763e-01	2.486583450712732957e-02	7.183479479788700515e-03	1.061431644182421752e-01	1.956581277329256352e+00	9.684200236081039193e-02	1.081440195138089422e+00	9.748240965414527864e-03	1.980363471758904925e+00	3.498639868982911932e-02	1.966690500869379798e+00	1.074874929697797077e+00	1.398239759560027454e-02	1.951608199851081693e+00	1.089427039045187395e-01	1.050991294853062419e+00	3.499451851364527438e-02	1.555823691473968928e+00
3.865126318485342938e-02	2.073220482185754998e-01	1.079523088381834972e+00	1.567393361039126631e+00	7.249334250964653212e-03	6.800207766318015767e-02	7.517907250882405190e-02	1.088240125158591809e+00	1.077174420367108976e+00	4.288838562634452595e-02	2.815857837351703336e-03	1.134509915739831815e-01	4.366047144551587350e-02	1.963896328894025878e+00	2.865760885081263670e-03	1.409135104875656845e-02	5.045275272087581739e-03	1.081228529321374809e+00	3.270935812581850233e-02	1.956246950711148846e+00
4.050009387313085324e-02	2.046245182986373146e-01	1.077711822604627390e+00	1.568969773949663082e+00	2.281387936980605255e-02	2.676676028827647963e-02	3.699043303850101105e-02	1.092076950069592378e+00	1.081965553999862051e+00	4.629858639201752529e-02	7.557226377247676027e-03	1.078598598910587014e-01	4.391888726687212530e-02	1.961784871871773195e+00	5.205586345975840579e-02	1.626828871778659633e-02	1.982284338446703431e-02	1.081841531119359434e+00	2.158057551180667805e-02	1.958606355871268301e+00
4.175527032228266294e-02	2.067235712302912254e-01	1.089063646523265705e+00	1.567602310899021134e+00	1.322576272312591186e-02	5.902680323549532038e-02	5.827293498547143208e-02	1.091167909733619545e+00	1.078424392888703620e+00	3.753683015693162067e-02	5.474383604521652555e-03	1.121665652442066785e-01	4.416378962902561128e-02	1.960122954764076164e+00	3.446547543773281069e-02	1.100487176476429296e-02	1.063631235059284835e-02	1.078174356151497593e+00	1.604525054323358707e-02	1.959342198774706389e+00
1.982183883666591706e+00	1.243494660294388598e-01	1.045441648054732109e-01	1.581885474035932049e+00	1.860679247860698160e+00	2.153663613905335283e-01	1.971481424407660166e+00	1.557285529873319696e+00	1.762527735924021913e-02	2.086933808664998002e-01	1.580595779864404138e+00	1.129718255576784569e-01	3.423053682347854815e-02	1.221351479072376595e-01	1.016461755675728412e-01	1.076787013200885212e+00	1.315665681977706315e-02	1.959993970444364297e+00	5.615744424760941295e-02	1.578665258694905038e+00
7.826836637425521603e-02	1.067196223174671665e+00	1.084194016992803267e+00	2.413736486937880649e-02	1.728780538493946903e-02	3.016011168152910385e-02	6.172576348142476410e-02	1.075960822042007825e+00	2.077813930472967308e-01	2.311676051611231270e-02	2.138841203468023755e-01	1.214120924419860720e-01	4.086098480135232774e-02	1.075174690404004485e+00	7.009388428529056414e-02	9.812111669918423262e-02	3.999952361956946381e-03	1.076823121849026510e+00	1.242062541441062706e-01	1.079515294194620445e+00
3.407040228813770777e-02	1.073288972875637404e+00	1.074263866048141836e+00	2.891588458190108915e-02	2.489427414631441987e-02	2.101398142328650062e-02	5.818289641400646584e-02	1.079683932089678944e+00	2.115581795589817904e-01	2.963527497920368653e-02	2.173415694288109989e-01	1.093293025128504042e-01	4.146732304330942587e-02	1.095980019309678033e+00	6.743724736895200245e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.087481010890992250e+00	1.229339462837073793e-01	1.070929768516961644e+00
1.990193415875046057e+00	1.070958206438675370e-01	1.117602168366753912e-01	1.582081799636531283e+00	1.943422581477171063e+00	2.150094730599786674e-01	1.974168966003286396e+00	1.577067222843865801e+00	1.592269202986280191e-02	2.056244627851974149e-01	1.588787901775541300e+00	1.097300306076110232e-01	3.412085176269778058e-02	1.182783680761954476e-01	5.745674295066703630e-02	1.078450017703326713e+00	1.284885634526763444e-02	1.961660254339284482e+00	6.216634567609159723e-02	1.574539543041958201e+00
4.390270765448211349e-02	2.073126863241186446e-01	1.043685525498205369e+00	1.566242443210314361e+00	2.222767775931522999e-02	2.927304198713836375e-02	9.127952183923973561e-02	1.089724510583285344e+00	1.073538432960146949e+00	3.445086967340631884e-02	8.224454921604050853e-03	1.116981834864801265e-01	3.870775507604064247e-02	1.972133079979839998e+00	4.711472281582021471e-02	2.349729757522040288e-02	1.423870983186242486e-02	1.086976759839632267e+00	3.440373773232473231e-02	1.955786206901197755e+00
1.093559744640173470e+00	3.453171122227357420e-02	1.965131699219049732e+00	7.512877445144700017e-03	4.541888144291162353e-03	6.178088869321663248e-03	8.029905819825106095e-02	1.079311142832000581e+00	1.581890334478376126e+00	5.574113069803205561e-02	1.073682197991243648e+00	3.635169486065752045e-03	1.326748926699567073e-02	1.081690474809176461e+00	4.498162416378775896e-02	1.000953568199114130e-01	9.181355349704532764e-02	1.083401989742368787e+00	1.424214736396056148e-02	1.958610138924691046e+00
1.983755696077563302e+00	1.071577191765234888e-01	1.053160420792543517e-01	1.584002667981706969e+00	2.002156462284454541e+00	2.216513580660313676e-01	1.969950081087420646e+00	1.570806198663463160e+00	2.201214392972552364e-02	2.125673290726156905e-01	1.589196361865176987e+00	1.149840789862724005e-01	4.183445713064701255e-02	1.149538709871416181e-01	1.711904908042896634e-01	1.082749360001732164e+00	9.905676447325872935e-03	1.957496667511075872e+00	5.687937300580085676e-02	1.574551551447739284e+00
2.116710909116404846e-02	1.085004462550176241e+00	2.042693680949383139e-01	1.191370961391957986e-02	0.000000000000000000e+00	1.011978457323390451e-01	1.961325157020189058e+00	8.811246571210543110e-02	1.073665908423756976e+00	5.407094748046711689e-03	1.974427262700035657e+00	6.450218224501369502e-02	1.960860618477815009e+00	1.078097449191694146e+00	1.342188921095720418e-02	1.958380989351315105e+00	1.081771394491665289e-01	1.095523027444727848e+00	4.103388205700896768e-02	1.573500945235417392e+00
7.473386747557911325e-02	1.079082622830581650e+00	2.100447332345856677e-01	8.945838954546453392e-03	8.461644131069354091e-03	1.074860062423944052e-01	1.964099183297493889e+00	1.987279699994048965e-01	1.075879846240184623e+00	6.581887266566436266e-03	1.967905051654090354e+00	7.404950909216168053e-02	1.972335180171191249e+00	1.076958012750645510e+00	1.841191129463103440e-02	1.960754040753420524e+00	1.136835221432447307e-01	1.087605733631603400e+00	4.401821007453322193e-02	1.597192240375933325e+00
4.644496636209880652e-02	1.075407544449472175e+00	2.080408811115017909e-01	2.318238687452383456e-02	5.660525182999576882e-03	1.150542400575794849e-01	1.954350518026169770e+00	7.066833486818144272e-02	1.080937310235294602e+00	1.697518343690895826e-02	1.970961203094942604e+00	4.042219244600667172e-02	1.966213766025488807e+00	1.077735426500723515e+00	1.103131636427754844e-02	1.945788706866470097e+00	1.053404277732571115e-01	1.048163309997299564e+00	3.675482429439300147e-02	1.552567352260475708e+00
4.134051611545846994e-02	2.121815208811149156e-01	1.060107890991406343e+00	1.569563009674647791e+00	2.780386935418139790e-02	1.704916427344177129e-02	1.102631240164993615e-01	1.087745531496896678e+00	1.082639639565401879e+00	3.948107614472452787e-02	4.040623093391927136e-03	1.113425960094004269e-01	3.831828753201792920e-02	1.979604459807254857e+00	3.064170058713289180e-02	1.332395850056578707e-02	3.590051453928044811e-04	1.089246313783605702e+00	5.916588511072378570e-02	1.955496230649916845e+00
1.972006421353007743e+00	1.143904351494763744e-01	1.086910879355461879e-01	1.576157572124750494e+00	1.889474348875341159e+00	2.179902484122500927e-01	1.968294685652453913e+00	1.574525228398842236e+00	2.648493025403030054e-02	2.135732482566181922e-01	1.584885910045362500e+00	1.172729652351572199e-01	3.341675664783051031e-02	1.330504211437021911e-01	1.828966678402523249e-01	1.083874685491762024e+00	1.054863484960747062e-02	1.955293094266476794e+00	5.802225599832132319e-02	1.578902528379140247e+00
3.524087183243267835e-02	1.082489978502866101e+00	2.044084500091653822e-01	1.474287424407375383e-02	0.000000000000000000e+00	1.015158278181248069e-01	1.961621467298230392e+00	8.182478016763858331e-02	1.073804033244552869e+00	7.371846099365933491e-03	1.982663974359011760e+00	6.879398821874999070e-02	1.965531844088246327e+00	1.074104545657806220e+00	1.639987897112395523e-02	1.959148458152585537e+00	1.082616789486210568e-01	1.092643322175149478e+00	3.758028769895978977e-02	1.573690056633141765e+00
2.809101680071812712e-02	1.078159145155443532e+00	1.076276454198985544e+00	2.849313075343271398e-02	2.189502926991076376e-02	2.501763484938286999e-02	5.956844106882669410e-02	1.078824830008758173e+00	2.096325303306493526e-01	2.344589386230955946e-02	2.161705369905707608e-01	1.159737648979076718e-01	4.056889530255192861e-02	1.089538203850202391e+00	3.434788174579368469e-01	5.054501566196238638e-03	0.000000000000000000e+00	1.084218215735693658e+00	1.233438158790101657e-01	1.073649475494715011e+00
4.045365264502475550e-02	2.109257884984089004e-01	1.070743208805043034e+00	1.567600906421087181e+00	2.174007188820193531e-02	5.681968394937626787e-02	7.473796076393031396e-02	1.089125519625830485e+00	1.076371522764760780e+00	4.237359351783352018e-02	4.502736811041229206e-03	1.135045721770117921e-01	4.235381646661758731e-02	1.965822467518820060e+00	2.617759322944565592e-02	1.009591623133877791e-02	4.035885095478350393e-03	1.082616683215900322e+00	4.390831402163396929e-02	1.956495611326123374e+00
3.045944653163841151e-02	1.072989244199018977e+00	1.077363384222772114e+00	1.832907272930697079e-02	2.049135109559264284e-02	2.358014629679046001e-02	5.871310511602786941e-02	1.078922638482977314e+00	2.076977712816082122e-01	3.130576766357819063e-02	2.159432979340689673e-01	1.120442824274566485e-01	4.147424619290833447e-02	1.087511886042231257e+00	5.541898639574875940e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.083092775456999890e+00	1.207363718333299141e-01	1.078839067588263978e+00
5.480477438759372849e-02	1.066822444014025484e+00	1.076869128695688627e+00	3.460242152788659681e-02	2.447591983055917575e-02	2.473474282853362419e-02	5.857645669203671857e-02	1.079661434412049648e+00	2.098037589379610490e-01	2.454286662695377708e-02	2.173546487040797504e-01	1.136784358525589206e-01	4.361473577826933262e-02	1.091633608913754605e+00	6.306917674737920754e-01	1.084643088707309272e-02	0.000000000000000000e+00	1.083859247766247202e+00	1.216906925278886109e-01	1.076876828520759055e+00
1.070334565245569580e+00	3.534913851002577379e-02	1.962804626113638706e+00	1.364087021000656187e-02	2.267244193458367585e-02	0.000000000000000000e+00	7.190039999525474346e-02	1.081575864759535710e+00	1.577025136212431233e+00	5.023468896832933295e-02	1.081256040507695415e+00	5.589852446405620123e-03	3.602205321723746419e-03	1.083809401167683983e+00	1.567560848000200402e-02	1.115638539538857804e-01	2.767288472178911288e-02	1.091345230663809174e+00	2.479780577025903973e-02	1.974349513470439632e+00
1.922282813908559040e-01	6.024648803041945076e-03	2.182127102428146337e-01	1.564761466854582617e+00	4.792823014131272069e-02	1.424774255919030765e-02	6.709028260880058048e-02	1.116310168949894877e+00	1.579485886142268258e+00	2.139357132970271247e-01	9.752491948826406618e-03	1.600026786235619544e-02	1.563200043194017813e-02	2.035043305434897087e-01	1.524533203285386405e-02	1.609550139915733924e+00	1.507190871088077457e-02	1.093719906825533883e+00	2.664276565726489063e-02	3.228556649427946363e-03
7.049367300252033786e-02	1.074709553698063758e+00	2.100489257640330842e-01	1.196707116929367036e-02	5.523336044357393844e-03	9.985785352950074523e-02	1.961794973860471192e+00	1.887175489514212046e-01	1.075992221893896650e+00	1.257141033226163995e-02	1.973181004019656459e+00	6.627504029689466891e-02	1.973752204211579153e+00	1.081891927212656812e+00	1.765550385730882410e-02	1.956547075171449768e+00	1.115327385053184878e-01	1.066407789262959316e+00	4.387240413791707733e-02	1.583510780198931434e+00
1.982255481777226658e+00	1.068404326558220208e-01	1.088815925635093357e-01	1.581646865231333798e+00	2.027508809070616369e+00	2.260814536366673455e-01	1.971290745664180610e+00	1.583405676523191197e+00	1.686783604804545367e-02	2.133827248730827686e-01	1.581728733122142572e+00	1.116506218048022581e-01	3.474873427741683590e-02	1.052727407234233664e-01	1.702973877075827092e-01	1.085083779963010420e+00	1.114519688880112082e-02	1.953970481872903342e+00	6.052566658607380634e-02	1.574735227903369505e+00
4.361424257273788241e-02	2.058759291806076808e-01	1.063894733015082084e+00	1.569819144491194418e+00	2.712054027775046006e-02	0.000000000000000000e+00	4.479984690860989993e-02	1.092508735895235228e+00	1.089347744447740629e+00	3.624852353893323609e-02	1.023952202007835655e-02	1.086170390917804984e-01	3.916817163135271479e-02	1.973522154283609664e+00	6.836443225325633533e-02	2.153585313861604636e-02	9.454633291502000103e-03	1.078256666468945024e+00	2.419362911893138679e-02	1.957518121694498348e+00
3.399004911819680785e-02	1.089661772715283750e+00	1.082654333888523057e+00	2.368903471877066569e-02	1.546176300661394366e-02	2.902645825088819367e-02	6.171620337751473895e-02	1.073879571483356665e+00	2.089338476985512505e-01	1.514763253423839946e-02	2.163148187456078453e-01	1.186362169633666530e-01	3.799816826758344729e-02	1.081718274439442240e+00	0.000000000000000000e+00	4.325648136986508935e-02	1.237218605184802270e-02	1.077577875142319064e+00	1.251842509046320329e-01	1.075144935254980894e+00
1.980401677375508651e+00	1.162898975564083115e-01	1.052545433908817080e-01	1.583958980588868970e+00	2.013845513990276448e+00	2.257684056936855588e-01	1.968509458913901833e+00	1.584868129363667277e+00	1.347911514985656277e-02	2.141365732864923543e-01	1.583990714626788865e+00	1.146929471163942033e-01	4.804111213062045582e-02	1.458830791555687789e-01	2.173800339805769810e-01	1.087154487786577972e+00	9.645415989781080945e-03	1.952489483650546420e+00	6.227811195426807833e-02	1.575671961545643152e+00
1.972675910481115569e+00	1.221088688575074355e-01	1.011318258950447135e-01	1.579711474042874597e+00	2.164750180717605943e+00	2.210677119691206727e-01	1.963555645986720721e+00	1.571805191098596399e+00	2.003994937800156542e-02	2.186365986141000084e-01	1.582926820696686665e+00	1.224877474927006382e-01	3.815421651669814729e-02	1.358955371592358574e-01	2.268298281749943912e-01	1.085320704051428553e+00	9.475505567400639012e-03	1.954197297287071367e+00	5.977271161854669917e-02	1.576443638009010773e+00
4.669940720492662956e-02	6.379223239414259783e-02	8.437911522818216867e-03	2.164364341252853208e-01	2.002151399295726275e+00	2.160120443664231005e-01	1.961879414119425125e+00	1.573760776192476785e+00	1.221058115169223052e-01	1.576332687041544833e+00	1.583917041859914887e+00	4.786736542867088551e-02	5.401435310461784323e-02	1.151183999207592151e-01	2.651672535148355200e-02	1.831161427082208526e-01	4.731900999018322229e-02	1.583379204874846957e+00	5.758818490851057986e-02	0.000000000000000000e+00
1.077202581655560154e+00	3.610281671626600769e-02	1.957358926155430279e+00	1.147037474805336424e-02	9.233589003392467243e-04	6.573913460939315168e-03	7.271085167873404809e-02	1.076938933937197085e+00	1.559391555209382885e+00	7.143859133113933391e-02	1.077883966193839971e+00	4.767289655405681191e-03	1.049988149098531921e-02	1.077770541158146411e+00	2.853458274271953102e-02	1.018955631926711236e-01	0.000000000000000000e+00	1.087978324050471235e+00	1.755569744240552052e-02	1.958439897009915498e+00
1.977956330007726304e+00	1.070101180483764153e-01	1.054742374134784721e-01	1.582919859055797129e+00	1.848075132779946728e+00	2.205215773722938311e-01	1.969209820395372512e+00	1.556810463949048984e+00	3.074389651111688465e-02	2.157600317689613578e-01	1.580669955011655636e+00	1.139078081164020123e-01	3.114928924789241854e-02	8.581062289511137697e-02	1.446370335925912243e-01	1.084065067952906025e+00	9.721276143883045284e-03	1.956150990481206886e+00	5.507872198555838900e-02	1.576363169126302033e+00
1.983536099814507292e+00	1.145105343105917162e-01	1.136379586989727658e-01	1.579954661736627797e+00	2.026634135344696386e+00	2.176708718963451805e-01	1.975014536706067414e+00	1.585917707452044523e+00	9.281132882137960866e-03	2.090641284770070607e-01	1.589391550545598442e+00	1.083898431000590856e-01	3.753219245462859760e-02	1.032346268858449351e-01	1.101125861213522461e-01	1.079904815065301449e+00	1.386986975826736898e-02	1.959997910674073918e+00	5.655883936089588226e-02	1.576850169261433399e+00
1.978125573153342254e+00	9.894179783156700769e-02	1.037686384749150065e-01	1.580101950043513837e+00	1.874986512578256770e+00	2.132888896145931912e-01	1.973447190751997260e+00	1.569052061696299072e+00	2.712184077735950438e-02	2.059584313842491576e-01	1.589730671890845271e+00	1.094630852981967745e-01	2.457243076348492039e-02	8.524811586276866138e-02	1.199453435863501172e-03	1.078338693090398426e+00	1.477243201080389277e-02	1.964595105587864543e+00	5.968316011294023948e-02	1.574921839099680643e+00
5.056735662437007728e-02	1.071344735384733404e+00	1.084084959381496072e+00	1.993725043206981060e-02	1.691593536379926849e-02	2.725635431855496366e-02	6.147552450259302637e-02	1.073589042839876884e+00	2.074618457562368568e-01	1.789583309444009104e-02	2.135897099702946389e-01	1.275235348502012922e-01	4.114278563483263207e-02	1.083388204082873507e+00	2.041698939706987348e-02	4.454361609461716248e-02	1.149410165632446662e-02	1.075357619705260781e+00	1.237095656254176140e-01	1.081300454093480523e+00
1.087925938834009676e+00	5.937438826918121394e-03	1.762219495072694583e-02	1.570222985931743587e+00	1.969547522255583161e+00	4.938941279138493734e-02	1.144105115274199509e-02	1.096840393866734265e-01	0.000000000000000000e+00	1.571356113590475223e+00	1.594751273699150929e+00	1.359015024959774921e-02	3.022048462414731601e-02	1.151503612124418069e-01	1.099418010662477213e-01	1.593206776151760762e+00	2.143767301032853054e-02	1.949797007253835757e+00	5.899752882012688354e-02	4.392349121231689524e-02
1.978408613855113796e+00	1.082182820734857581e-01	1.080154765352518698e-01	1.580253513995449666e+00	1.828021893242206097e+00	2.151595690708752173e-01	1.971493235354653928e+00	1.553943586379323394e+00	2.962410255288090016e-02	2.083887375639964235e-01	1.585229791458930393e+00	1.162944400581186616e-01	2.916210388970978326e-02	1.255770922553731683e-01	8.569040286820710228e-02	1.080767670728369101e+00	1.377786289424587363e-02	1.960009915209723008e+00	5.532293166195793865e-02	1.578768406428460613e+00
4.075357209430367778e-02	2.046942060628395010e-01	1.087129532020681522e+00	1.567928908105814978e+00	1.635786140167186375e-02	6.448810271100303970e-02	5.530719303617526172e-02	1.090666024667495515e+00	1.079648369692017607e+00	4.271933983707248972e-02	3.681276950840824732e-03	1.101423901921779885e-01	4.406525012694983284e-02	1.962998302952056795e+00	1.761618001630108760e-02	1.363581871583462515e-02	8.059533324277183899e-03	1.083388100215683103e+00	1.898572282026462707e-02	1.957842348374202235e+00
1.976707294870359233e+00	8.937538366816830115e-02	1.083639870466966831e-01	1.580206674335452144e+00	2.138645229128633307e+00	2.138634985724059689e-01	1.969622935266286401e+00	1.580199050778180014e+00	3.137550114943069013e-02	2.104687698960406583e-01	1.585457606608058123e+00	1.140479557112929476e-01	3.185083057427494369e-02	1.299397515511228063e-01	1.091446857452052221e-01	1.081810194135013337e+00	1.271338005714503332e-02	1.960841643645223842e+00	5.577753134763092924e-02	1.577843173151770806e+00
1.123293123456106546e+00	3.560620399837599592e-02	1.965286681529744284e+00	6.703312404895315525e-03	2.920866637592365450e-03	9.696099534743667439e-03	6.799697101034225810e-02	1.076577732331365223e+00	1.558730504762520619e+00	5.626480482525998694e-02	1.070401630313359664e+00	1.623108783132449790e-03	8.341670628972383539e-03	1.079337830868509762e+00	5.531605475929518567e-02	1.100489974796305948e-01	7.940363796613288117e-02	1.075343521434303895e+00	7.498846330250318395e-03	1.955452557465179986e+00
1.086489100407709962e+00	3.396391615077883064e-02	1.962820343203412810e+00	1.148320295026987806e-02	7.424257776290152898e-03	1.410895868346123336e-02	8.763888107895922985e-02	1.079619665829459008e+00	1.566121331896651148e+00	7.237173542921954139e-02	1.074960563104096156e+00	4.923433907301572043e-03	5.818712845330382272e-03	1.079963676313578036e+00	1.907040137333225818e-02	9.997253421688810648e-02	6.091978118456564673e-02	1.086603035339062329e+00	1.358141368779203911e-02	1.953036662832569048e+00
3.895740787216836476e-02	2.054752825730170318e-01	1.096533925603269122e+00	1.569690731600096978e+00	3.498526127561456256e-04	6.893201944409772797e-02	7.451915583888366057e-02	1.086742289252866200e+00	1.079596723727390906e+00	4.363898173986683476e-02	5.232504009740499007e-03	1.113208152551001390e-01	4.595628443757773102e-02	1.955783941623022049e+00	0.000000000000000000e+00	1.571482377675865322e-02	2.997814864680595909e-03	1.079704036096875486e+00	1.841372403494412335e-02	1.956038488569792122e+00
1.981724351206739732e+00	1.182364436805673907e-01	1.060772323571021192e-01	1.579226215517606446e+00	1.985806722387692291e+00	2.117385326345379015e-01	1.977699708382339105e+00	1.556249159063843646e+00	1.690269991534699978e-02	2.032770819202998347e-01	1.589609796722281754e+00	1.103201009264800359e-01	3.619361494862262385e-02	9.543935442961415383e-02	1.975263185131843902e-02	1.073021778582206043e+00	1.567765197329720403e-02	1.965231921531188641e+00	5.498162391652411385e-02	1.577844516111853279e+00
4.344850310341489413e-02	2.112152185066957233e-01	1.078991802249979370e+00	1.569517252231136251e+00	3.207541526083713956e-02	1.050027406910468419e-02	8.929028314576910319e-02	1.090986290652283586e+00	1.083727238656204461e+00	3.758514309574738366e-02	7.071839785904480286e-03	1.077225349620271749e-01	3.954447942641134417e-02	1.977223957591950354e+00	4.158453956798389972e-02	2.301390998471727900e-02	1.196414790324559947e-02	1.086372516054723736e+00	4.574380909249671501e-02	1.956613339123568274e+00
1.971529219185016890e+00	1.290483108223542397e-01	1.021145694150654565e-01	1.576364725668186750e+00	1.799627713435279830e+00	2.164926517536934769e-01	1.969281303680747941e+00	1.558822536783491586e+00	2.158997627394567201e-02	2.111086730920691268e-01	1.585960260519184262e+00	1.179141797935738811e-01	3.528300260261630489e-02	1.417592659915926923e-01	1.071993343895687317e-01	1.079425117790501876e+00	1.322684667873032759e-02	1.958452603584448282e+00	5.498069763433457297e-02	1.578976634604684293e+00
4.371531880634609707e-02	2.065225812727211896e-01	1.079703201867955986e+00	1.566383916661804099e+00	1.538733641559220100e-02	4.839310782715460640e-02	5.815131195713137136e-02	1.092047054201952472e+00	1.079179438041497852e+00	4.063976001036084806e-02	8.647668747554543289e-03	1.062106078901460665e-01	4.302505747086664972e-02	1.966057024827963184e+00	3.227033397632399214e-02	1.884395751926790791e-02	1.622269383409864763e-02	1.083330034054357904e+00	2.253161471354698034e-02	1.957466575962504063e+00
5.057699825295840917e-02	1.079149876940931341e+00	2.117852128880025053e-01	1.695825180958774117e-02	1.129131589285472040e-02	1.067508744986404023e-01	1.961361939614700622e+00	1.745321615024859607e-01	1.080807850265858461e+00	9.238361416167351070e-03	1.972732535179099411e+00	5.697018170912896556e-02	1.967831501413265238e+00	1.072814641568080374e+00	1.784658230083700781e-02	1.958837503552456782e+00	1.117141453999594136e-01	1.100190093929929835e+00	4.299717981437130992e-02	1.583856713019493823e+00
1.040469536953728458e+00	3.336002963102475960e-02	1.939735166728816740e+00	1.653322577223462209e-02	1.462586558937683731e-02	0.000000000000000000e+00	7.444831012361652345e-02	1.084384059882393281e+00	1.585347520550131506e+00	6.836718339896363794e-02	1.083744656036697895e+00	1.099798419718326422e-03	7.612226854555329859e-03	1.085274123378128230e+00	1.394444077698351464e-02	1.158078542881190998e-01	0.000000000000000000e+00	1.105277160688173277e+00	2.364868233984299822e-02	1.971974511424454457e+00
1.975924795438573689e+00	1.101746352101979354e-01	1.020611338827931563e-01	1.582119653833777395e+00	1.992322367427510565e+00	2.163314081673939904e-01	1.971152817610975161e+00	1.570073621879388037e+00	2.205188953189909928e-02	2.064301155339652305e-01	1.592289782715954560e+00	1.147305719727117340e-01	3.430526434306689632e-02	1.362412830459052981e-01	6.309708960453475068e-02	1.078354254869456463e+00	1.261430165535707207e-02	1.962381178952646188e+00	5.623908806628849510e-02	1.575804863803552003e+00
5.778051175714583876e-02	1.079852243399797684e+00	2.071788738424987231e-01	1.231729705497335882e-02	4.578988826998892959e-04	1.122633750970892241e-01	1.959973035107733130e+00	1.051343404562915945e-01	1.075164283829398437e+00	1.015122553540921679e-02	1.959175848437860079e+00	5.797766953890218233e-02	1.972667828437682846e+00	1.073556579734921801e+00	1.493936111758479429e-02	1.951547542799282109e+00	1.099166207375029680e-01	1.063047768884451738e+00	4.156298568722139458e-02	1.571807077955885035e+00
1.980100950344256372e+00	9.716385372130222076e-02	1.158192853760393604e-01	1.579430251539360786e+00	1.830192184208669248e+00	2.200305803863389642e-01	1.968433986408157699e+00	1.593289425462690145e+00	1.094858937261245641e-02	2.142826495622840999e-01	1.577348447372594054e+00	1.131766437400231057e-01	4.112294954235457684e-02	1.403910288956889130e-01	2.548015063254178147e-01	1.085700021013732419e+00	8.794301200863594015e-03	1.951517639022713801e+00	5.925462277686490559e-02	1.577882425835317903e+00
5.086058544658086933e-02	1.077214742061482600e+00	1.083453907913342507e+00	2.518026877963434884e-02	1.561155587692493463e-02	2.865155732460602719e-02	6.283827731928147420e-02	1.075546644975176269e+00	2.070791069572811283e-01	1.004454130603193995e-02	2.154302069111484474e-01	1.254137558417820209e-01	3.838632923505547884e-02	1.082574147103041229e+00	0.000000000000000000e+00	7.585932083095209277e-02	5.940865134661446958e-03	1.076402629054278304e+00	1.252128626781747467e-01	1.077826196126968394e+00
1.977367796432435210e+00	1.064490520650571564e-01	1.046209657893639455e-01	1.578192053851414700e+00	2.097404871048403230e+00	2.161755936069864603e-01	1.970677068908439411e+00	1.561041746771151706e+00	1.874206018541074714e-02	2.080222437820432591e-01	1.587724503382445196e+00	1.125021741894406679e-01	2.770774511540324836e-02	9.612660929250137209e-02	4.995178788585125096e-02	1.077341984159234878e+00	1.471823478774709690e-02	1.964231439577167171e+00	6.076261541109200665e-02	1.574043270103241410e+00
1.981343974350321613e+00	1.160517470703032600e-01	1.127769864035404884e-01	1.578336570961433649e+00	1.813121336212774048e+00	2.215804990448813627e-01	1.969496726558070954e+00	1.581282180028165563e+00	2.697907208170886861e-02	2.134839040112226083e-01	1.581919679913614152e+00	1.122057615241410650e-01	3.562856111308650847e-02	1.082247648062601153e-01	1.712582149448365065e-01	1.085465191670295537e+00	1.007612606437697025e-02	1.954726976670614347e+00	5.577800487099904975e-02	1.579160455691691389e+00
1.971962134731561900e+00	9.338883872370314088e-02	1.033311723672891008e-01	1.581504187928550964e+00	1.898706294888051094e+00	2.129682948089351435e-01	1.968582779655286163e+00	1.557790904109836783e+00	2.868341237304362565e-02	2.070319242446266028e-01	1.592772966947974655e+00	1.153689219279278033e-01	2.676534805561190875e-02	1.068113352311587522e-01	7.136867016957954002e-03	1.079941505764188570e+00	1.451267045775783172e-02	1.965127650333728271e+00	6.162763774088089730e-02	1.574211972191706943e+00
1.979508982805765482e+00	1.054428206966267073e-01	1.042600243081718558e-01	1.581379633438385612e+00	2.047694589592905068e+00	2.216342029464955510e-01	1.967552825761748725e+00	1.579823982558088202e+00	2.403360706486068823e-02	2.129923528349804418e-01	1.589680572794004432e+00	1.139705718454184918e-01	3.100367898025178232e-02	1.111470208625878336e-01	1.235448453090444848e-01	1.085191425218638983e+00	1.112574569453428711e-02	1.959256577079328432e+00	6.115094430772382433e-02	1.573705474413447991e+00
